ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,LATITUDE,LONGITUDE
1518,Lawrence/Kedzie,IGA - CBE - ADA - Peterson - ES - I,5510 N Christiana Av,"Chicago Tiny House, Inc.",656,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,"$500,000 ","$506,625 ",41.98158042,-87.71261988
1725,Western Avenue North,IGA - CBE - ADA - Chappell,2135 W Foster Av,"Chicago Tiny House, Inc.",1160,"$1.5M in TIF Funds to reimburse the Chicago Board of Education for ADA improvements made to Chappell Elementary School.  Improvements include new ramps, interior and exterior doors, fire alarms, emergency lighting, electrical and drinking fountains.",4/13/11,"$1,500,000 ","$2,287,301 ",41.975867,-87.68325438
10435,Western Avenue South,IGA-CBE-Coonley,4046 N Leavitt St,"Chicago Tiny House, Inc.",,"An Intergovernmental Agreement between the City of Chicago and the Board of Education for the improvement of John C. Coonley School. The facility will receive new lighting throughout, including exterior lighting replacement. For the interior of the school, there will be new finishes in classrooms, hallways and stairwells. The project includes replacement and upgrade of mechanical systems, and a new warming kitchen with lunchroom renovations. On the exterior of the building, masonry cleaning will be performed. Additionally, a new playground and new parking lot will be provided, with new landscaping and athletic field improvements. The estimated cost for these improvements is $4 million dollars, with the work proceeding over the next year to year and a half.",3/5/14,"$2,201,500 ","$3,749,690 ",41.95554905,-87.68380195
1722,Lawrence/Kedzie,IGA - CBE - ADA - Peterson,5510 N Christiana Av,"Chicago Tiny House, Inc.",1157,"$500,000 in TIF Financing to reimburse the Chicago Board of Education for ADA improvements made at Peterson School. Improvments included new ramps, interior and exterior doors, fire alarms, bathrooms and drinking fountains.",4/13/11,"$500,000 ","$1,980,179 ",41.98158042,-87.71261988
11718,Near North,IGA - CBE - Franklin,225 W Evergreen Av,"Chicago Tiny House, Inc.",,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide up to $410,000 in Tax Increment Financing (TIF) funds from the Near North TIF for the costs associated with the replacement of all damaged lockers at Franklin Elementary Fine Arts Center",7/29/15,"$410,000 ","$410,000 ",41.90657253,-87.6355136
1723,Midwest,IGA - CBE - ADA - Lawndale,3500 W Douglas Bv,"Chicago Tiny House, Inc.",1158,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,"$2,500,000 ","$2,500,845 ",41.86298684,-87.71300615
12314,Pilsen Industrial Corridor,IGA-BOE-Perez Playground Improvements,1421 W 19th St,"Chicago Tiny House, Inc.",,"Perez Elementary School is located in the Pilsen Community Area. TIF financing will be used for the installation of new playground equipment, installation of basketball equipment and court surfacing,  new rubberized safety surface and an artificial turf field, fencing improvements and site accessibility improvements.",5/24/17,"$800,000 ","$800,000 ",41.85593717,-87.6621521
11863,Western/Ogden,IGA - BOE - Orozco 2016,1940 W 18th St,"Chicago Tiny House, Inc.",,"Located in the Lower West Side community area. The Chicago Board of Education will make capital improvements to Orozco School for its Space to Grow program.  Improvements include utility upgrades, natural plantings, fencing and lighting.",6/22/16,"$500,000 ","$1,749,250 ",41.85778248,-87.67519253
12294,Portage Park,IGA-CBE-Schurz ADA Phase III,3601 N Milwaukee Av,"Chicago Tiny House, Inc.",,"Schurz High School is located in the Irving Park Community Area.  Rehabilitation to the school includes two new elevators, new ramps and sidewalks, new ADA doors, washrooms, assisted listening devises and modifications to the fire alarm system.",6/28/17,"$2,852,792 ","$2,852,792 ",41.94640794,-87.73562542
1724,Portage Park,IGA - CBE - ADA - Schurz HS,3601 N Milwaukee Av,"Chicago Tiny House, Inc.",1159,"$2.1M in TIF Financing from the Portage Park TIF to reimburse the Chicago Board of Education for ADA improvements made a Schurz High School.  Improvements include ramps, interior and exterior doors, fire alarms, lighting and electrical and drinking fountains.",4/13/11,"$2,100,000 ","$4,216,480 ",41.94640794,-87.73562542
1642,Madison/Austin Corridor,IGA - CBE - HS - Austin - II,231 N Pine Av,"Chicago Tiny House, Inc.",1024,"The renovation of existing schools includes ADA upgrades, science lab upgrades, building
envelope and interior finish work, exterior and landscape improvements in order to bring the
school facilities up to the latest Board renovation standards.",5/12/10,"$5,570,000 ","$37,575,847 ",41.88520477,-87.76321191
11980,River South,IGA - CBE - New South Loop Elementary School,1601 S Dearborn St,"Chicago Tiny House, Inc.",,"Located in the Near South Side community area, the project includes the acquisition and site preparation of 1601 S. Dearborn Street for the new South Loop Elementary School.",9/14/16,"$11,000,000 ","$11,000,000 ",41.86008868,-87.62863612
1742,Madden/Wells,IGA - CBE - Donoghue E.S.,707 E 37th St,"Chicago Tiny House, Inc.",2057,An intergovernmental agreement between the City of Chicago and Chicago Board of Education.,11/2/11,"$200,000 ","$350,000 ",41.82770517,-87.60847172
11722,Belmont/Central,IGA - CBE - Belmont-Cragin Elementary,5252 W Palmer St,"Chicago Tiny House, Inc.",,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with the planning, design, and construction of a playground for children 2-12 years old at Belmont Cragin Elementary School located at 5252 W. Palmer Street.",1/13/16,"$287,000 ","$287,000 ",41.92053845,-87.75820003
11047,Western/Ogden,IGA - CBE - Plamondon 2013,2642 W 15th Pl,"Chicago Tiny House, Inc.",,CPS - Plamondon - IGA pending,8/12/13,"$3,000,000 ","$3,000,000 ",41.86028668,-87.69250468
10964,Near South <Central Station,IGA - CBE - Jones - HS III,603 S State St,"Chicago Tiny House, Inc.",,"This project is to renovate the existing Jones Academic High School building in order to increase the campus capacity to 1,770 students. This project will renovate the existing building built in 1967 for use by Jones Academic High School students. The renovation consists of exterior improvements including a new roof, brick and concrete work, and exterior painting as well as a walkway between the new construction and the existing building. Interior improvements to facilitate the educational programs, to comply with ADA and other safety related compliance, and interior painting are also included in the scope. New lighting, upgraded wireless connectivity, improved security and public address systems, correction of HVAC deficiencies, electrical power improvements, and plumbing improvements are also proposed.",11/5/14,"$8,700,000 ","$8,700,000 ",41.87449079,-87.62746285
11588,Madison/Austin Corridor,IGA-CBE-Spencer,214 N Lavergne Av,"Chicago Tiny House, Inc.",,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with the planning, design, and construction of a new age 3-5 and a new age 5-12 play lots at Spencer Elementary School. Improvements also include a 4,400 s.f. basketball court, security lighting, and ADA improvements.",6/25/14,"$700,000 ","$700,000 ",41.88488257,-87.75048169
1260,Chatham Ridge,IGA - CBE - Simeon - HS,8235 S Vincennes Av,"Chicago Tiny House, Inc.",48,An intergovernmental agreement between the City of Chicago and Chicago Board of Education.,3/1/03,"$16,000,000 ","$45,840,048 ",41.74429713,-87.63575609
10960,Near South <Central Station,IGA - CBE - Jones - HS I,606 S State St,"Chicago Tiny House, Inc.",,"Construction and improvements to expand the existing William Jones Academic High School to accommodate approximately 800 students. The project included a full gut rehabilitation of the existing school facility, including technology upgrades and new science and computer laboratories. The project also included the acquisition of adjacent land and construction of an addition to the existing facility. The new construction area included additional classroom space, an auditorium, a library, space for an expanded arts program and new athletic facilities.",2/13/13,"$67,000,000 ","$67,179,286 ",41.87441898,-87.62775497
11069,Clark/Ridge,IGA - CBE - Pierce Elementary,1423 W Bryn Mawr Av,"Chicago Tiny House, Inc.",,Pierce Elementary School Fieldhouse and Air Conditioners - IGA pending,10/3/13,"$350,000 ","$350,000 ",41.98342819,-87.66586537
1505,47th/King Drive,IGA - CBE - ADA - Mollison,4415 S Dr Martin Luther King Jr Dr,"Chicago Tiny House, Inc.",622,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education.,4/9/08,"$750,000 ","$750,000 ",41.81434006,-87.61658079
1606,Englewood Neighborhood,IGA - CBE - Holmes - ES,955 W Garfield Bv,"Chicago Tiny House, Inc.",909,"INTERGOVERNMENTAL AGREEMENT 
BETWEEN THE CITY OF CHICAGO, 
BY AND THROUGH ITS DEPARTMENT OF HOUSING AND ECONOMIC DEVELOPMENT, 
AND THE BOARD OF EDUCATION OF THE CrTY OF CHICAGO 
REGARDING OLIVER WENDELL HOLMES ELEMENTARY",2/7/12,"$3,270,000 ","$3,427,074 ",41.79376044,-87.64977785
10436,Central West,IGA-CBE-Crane,2245 W Jackson Bv,"Chicago Tiny House, Inc.",,"This project includes the planning, design, and construction of a new artificial turf field to
replace an existing natural turf field, sports field lighting, and a latex coated HMA running
track. The project includes all necessary sub-surface infrastructure for drainage and
electrical systems as well as accessibility improvements.",2/4/14,"$2,250,000 ","$2,340,050 ",41.87747384,-87.68324922
1716,35th/Halsted,IGA - CBE - ADA - Armour,950 W 33rd Pl,"Chicago Tiny House, Inc.",1151,"$2,673,750 in TIF financing to reimburse the Chicago Board of Education for ADA improvements made at Armour School.  Improvements include interior and exterior doors, ramps, electrical and plumbing to bathrooms and signage.",4/13/11,"$2,673,750 ","$4,205,845 ",41.8338821,-87.65061898
11100,Near North,IGA - CBE - Walter Payton HS Annex,1034 N Wells St,"Chicago Tiny House, Inc.",,An intergovernmental agreement between the City of Chicago and Chicago Board of Education for construction of a three story addition to Walter Payton High School.,9/24/14,"$20,000,000 ","$20,000,000 ",41.90155157,-87.63453745
12295,Western Avenue North,IGA-CBE-Chappell ADA Phase III,2135 W Foster Av,"Chicago Tiny House, Inc.",,"Chappell Elementary School is located in the Lincoln Square Community Area.  Rehabilitation to the school includes a new elevator and lift; replacement of all classroom doors; upgrade bathrooms and the creation of unisex toilets; creation of ADA student stations in classrooms; system upgrades to plumbing, the fire alarm system and security system and improve the lighting in science classrooms.",6/28/17,"$760,137 ","$760,137 ",41.975867,-87.68325438
1726,Western/Ogden,IGA - CBE - ADA - Plamondon,2642 W 15th St,"Chicago Tiny House, Inc.",1161,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,4/13/11,"$1,748,000 ","$1,749,270 ",41.86119568,-87.69251436
1641,Central West,IGA - CBE - Skinner - ES - II,1219 W Monroe St,"Chicago Tiny House, Inc.",1023,"This project constructs a new L-shaped elementary school to serve 742 students. This 101,000 sq. ft. three story building includes science, computer, music, and art classrooms, in addition to a library, gymnasium, administrative center, student services and dining facilities. The site also includes a parking lot with 28 spaces. A historic water tower will be reused to store roof runoff water for irrigation of the landscape. The building is targeted to achieve LEED for Schools minimum Silver level certification, including a 25% green roof.",5/12/10,"$6,120,000 ","$39,315,847 ",41.88020691,-87.6578973
11077,Midwest,IGA - CBE - Penn School,1616 S Avers Av,"Chicago Tiny House, Inc.",,"This project includes the costs associated with the planning, design, and constructions of a new science lab and dehumidification project to the existing William Penn Elementary School. The scope to provide dehumidification includes new concrete pads for the new chiller and new pumps, masonry enclosure for chiller, new air cooled chiller, and all required electrical connections for new chiller and auxiliaries. The scope to convert an existing classroom to an elementary level 3 science lab includes upgrading all room finishes, new accessible door and hardware, new countertop and base cabinets, new sinks, demonstration table, emergency eye wash, new window shades, all required plumbing, and ADA
compliance.",4/2/14,"$1,150,000 ","$1,330,000 ",41.85836995,-87.72133609
11589,Madison/Austin Corridor,IGA-CBE-Melody,3937 W Wilcox St,"Chicago Tiny House, Inc.",,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with the planning, design, and construction of STEM school improvements at Melody Elementary School. Melody STEM school will be housed in the former Delano school building. Improvements include 1) Computer Classroom -provide power for charging station and wireless access point; 2) Engineering labs- provide space for two large classrooms and infrastructure to support the computer labs; 3) Media Classroom - new classroom for recording and editing, and provide power to charging station and wireless access; and 4) Science lab - construction of three new Level 3 labs.",6/25/14,"$1,500,000 ","$1,500,000 ",41.87877166,-87.72464875
11720,Kinzie Industrial Corridor,IGA - CBE - Willa Cather Elementary,2908 W Washington Bv,"Chicago Tiny House, Inc.",,"An intergovernmental agreement between the City of Chicago and Chicago Board of Education to provide Tax Increment Financing (TIF) funds from the Kinzie Industrial TIF. TIF for the costs associated with the planning, design, and construction of a schoolyard.  The improvements will provide Cather School with schoolyards that provide students, their families and the broader community with the opportunity for active play, space for physical education classes, opportunities for outdoor learning, gardening and environmental literacy, and engagement with art.  These green schoolyards also provide much-needed green space in otherwise heavily urbanized neighborhoods and contribute to a reduction in storm water runoff across the city.",7/29/15,"$500,000 ","$1,500,000 ",41.88297701,-87.69922315
11721,Western Avenue North,IGA - CBE - Amundsen HS II,5110 N Damen Av,"Chicago Tiny House, Inc.",,"An intergovernmental agreement with the City and the Chicago Board of Education to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education.This project includes the costs associated with the planning, design, and construction of two new computer classrooms, upgraded wireless access, updated lunchroom, and modernized auditorium
or the Roald Amundsen High School. CPS will contribute the new furniture and computers to the
project.",5/20/15,"$500,000 ","$552,482 ",41.97507922,-87.67952139
12293,Western Avenue North,IGA-CBE-Amundsen ADA Phase III,5110 N Damen Av,"Chicago Tiny House, Inc.",,"Amundsen High School located in the Lincoln Square Community Area. The rehabilitation to the school will include new ADA parking, automatic doors, improvements to the accessibility ramp and ADA compliant doors.",6/28/17,"$1,083,069 ","$1,083,069 ",41.97507922,-87.67952139
11719,Pulaski Corridor,IGA - CBE - Marine Leadership Academy,1920 N Hamlin Av,"Chicago Tiny House, Inc.",,"Located in the Logan Square community area, the City of Chicago entered into an Intergovernmental Agreement with the Chicago Board of Education in order to provide Tax Increment Financing (TIF) funds from the Pulaski TIF district for the costs associated with the planning, design, and construction of an expansion to include grades 9-12, high school instructional activities. 
 Improvements include a new science and computer labs, music and art classrooms, a mechanical system upgrade, and site work to provide a new soccer field and running track.",9/24/15,"$4,500,000 ","$5,108,000 ",41.91605519,-87.72177945
11728,24th/Michigan,IGA - CBE - 2300 S. Dearborn,2300 S Dearborn St,"Chicago Tiny House, Inc.",,Reimburse the Chicago Board of Education for the construction of an athletic field and improvement.,1/13/16,"$4,600,000 ","$4,600,000 ",41.85096787,-87.62837113
11594,Woodlawn,IGA-CBE-Wadsworth ES,6650 S Ellis Av,"Chicago Tiny House, Inc.",,"Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with campus wide site improvements 			that will include improvements to the storm water retention system at James Wadsworth Elementary School (Wadsworth). 

The Wadsworth improvements are part of the Space to Grow program, an innovative program to transform Chicago School yards into spaces that provide students, their families and the broader community with the opportunity for active play, space for physical education classes, opportunities for outdoor learning, gardening and environmental literacy, and engagement with art. 

This project is being done in conjunction with the Department of Water Management and Metropolitan Water 			Reclamation District.",9/24/15,"$500,000 ","$500,000 ",41.77350389,-87.60105531
11065,Roosevelt/Cicero Industrial Corridor,IGA - CBE - Rockne Stadium lighting,1117 S Central Av,"Chicago Tiny House, Inc.",,CPS - Rockne Stadium lighting - IGA pending,9/4/13,"$700,000 ","$700,000 ",41.86699274,-87.76406237
1637,Pilsen Industrial Corridor,IGA - CBE - Whittier ES,1900 W 23rd St,"Chicago Tiny House, Inc.",1018,"This project involves making significant infrastructure improvements to the main building and athletic fields at Whittier Elementary School. These improvements preserve the integrity of the building and ensure a healthy and safe classroom environment. Specifically, the school received a new library space, ADA drinking fountains, doors, security cameras, science classrooms, computer room, lunch room, warming kitchen modifications, parent room, lockers, and a unisex toilet. Exterior improvements included parking lot improvements, fencing, a double lot play lot including basketball courts, new playground, artificial turf field, and drainage improvements.",5/6/15,"$2,887,000 ","$3,805,000 ",41.85050786,-87.67342126
11160,Near North,Clybourn & Division,454 W Division St,"Clydiv, LLC",,"Under CHA's 'Plan Forward', this proposed development will be the acquisition and new construction of a single, seven-story elevator building, that will contain 84 rental units, 76 parking spaces, and retail on the ground floor, which will include a daycare center and restaurant.  The units will be housed on floors three through seven, and will consist of 26 for public housing tenants, 16 affordable to households at 60% area median income (AMI) and below, ten units for households at 80% AMI, and 32 for market rate renters. The first floor will house the daycare, a restaurant, and other retail shops which will front Clybourn Avenue, and the entry for the residential will be accessed off of Division Street.  Additionally, the building will contain various indoor and outdoor amenities for residents, and provisions for bike storage.",7/14/15,"$8,100,000 ","$37,920,974 ",41.90386962,-87.64038776
1462,47th/Ashland,Park Federal Savings Bank,1821 W 47th St,Park Federal Savings Bank,414,The project will include construction of a 2-story bank including a drive up with parking and ATMs.  The building will have a green roof of 50% of the net roof area.,12/13/05,"$850,000 ","$5,002,670 ",41.80843907,-87.67079859
1021,43rd/Cottage Grove (DOH),Mahogany Shops And Lofts At 47,4701 S Cottage Grove Av,Lofts 47 Phase 1 Limited Partnership,591,"The project in the Grand Boulevard community will consist of a five-story mixed-use residential and commercial building with parking for the 96 residential units.  The project will include construction of two six flats, one nine flat, and rehabilitation of an existing three flat building.  The ground floor level will include 55,000 square feet of retail space with Walmart committed to 41,000 square feet. 44 affordable units at no more than 60% of AMI. 28 public housing units for tenants anywhere from 0-60% of AMI.",7/10/12,"$12,850,000 ","$45,631,627 ",41.80948925,-87.60641743
1610,Near North,Parkside Old Town - II,544 W Oak St,"Parkside Nine II, LLC",916,"Located in the Near North community, the project entails construction of an 8-story 112-unit rental building.The building includes 39 CHA units, 53 affordable units which are 60% or less of the area median income, 20 market rate units, one commercial space unit, and 77 parking spaces.",2/9/10,"$8,216,100 ","$41,721,331 ",41.90052524,-87.64295528
500091,Midwest,Harvest Homes,3570 W Fifth Av,"Harvest Homes Apartments, L.P",,"Harvest Homes will consist of new construction of 36 affordable, multi-family rental units, which will be comprised of four, three-story walk-up buildings in the East Garfield Park community area.  The development will offer one-to-four bedroom apartments and will be targeted to families with household incomes between 30% and 60% of the area median income.  Of the 36 apartments, eight will be handicapped accessible.  There will be 36 parking spaces; eight of which will be handicapped accessible.",12/9/14,"$1,039,544 ","$13,116,453 ",41.87581346,-87.71566082
1441,Humboldt Park Commercial,North Talman - Phase II - Rental Project,2634 W North Av,North and Talman Elderly Limited Partnership,346,"Located in West Town community, the project includes construction of 24 lease-to-sale units, 16 condominiums, and 52 affordable senior rental units including 10 units at 80% area median income and 42 units at 60% area median income.",6/8/04,"$2,450,000 ","$16,146,720 ",41.91036213,-87.69354177
1498,Wilson Yard,Clifton Magnolia Apts,4416 N Clifton Av,Chicago Community Dev Corp,615,"Located in the Uptown community, Clifton Magnolia Apartments rehabilitated 73,000 square feet within two buildings. The project includes 59 multi-family affordable rental apartments ranging from one to four-bedroom units and laundry facilities in the basement.

The borrower would like to take advantage of the favorable financing market by participating in HUD's new Interest Rate Reduction Program.  Due to historically low interest rates, and as an alternative to a refinance under Section 223(f) or Section 223(a)(7), a mortgagor may request reduction of the interest rate on their existing multifamily mortgage loan, thereby significantly  improving the property's cash flow.  DPD, as a junior lien holder, must provide consent to this type of transaction.  Therefore, the borrowers are requesting DPD's approval of the interest rate reduction on the senior HUD loan.",2/9/10,"$4,265,000 ","$16,408,866 ",41.96223938,-87.65837209
1665,Pershing/King,P G Stewart - Bronzeville Family Apts - I,400 E 41st St,Paul G. Stewart Apartments Associates,1052,"Bronzeville Family Apartments IV - Project includes 66 residential units in four three story walk up buildings. Rents will be restricted at 60% AMI and it will operate under a HUD Section 8 Contract that covers all units. Two, three, and four bedroom units.",10/12/10,"$2,500,000 ","$27,336,391 ",41.8203495,-87.61651411
1344,Archer Courts,Archer Courts - Phase II - Townhomes,2220 S Princeton Av,Chicago Community Dev Corp,173,New construction; 43 townhomes,5/5/99,"$3,000,000 ","$15,000,000 ",41.85222961,-87.63493355
1790,Pershing/King,P G Stewart - Tower 5 - Rehab,460 E 41st St,Paul G. Stewart Apartments Associates Phase V L.P.,2243,The P. G. Stewart Tower 5 project is located in the Pershing/King TIF District. The project consists of the rehabilitation of an 11-story building containing 97 affordable one-bedroom units.,6/10/11,"$2,500,000 ","$18,320,288 ",41.82038154,-87.61438244
12962,71st/Stony Island,Jeffery Plaza,2101 E 71st St,Shop & Save Market,,"The Developer is proposing to purchase and refurbish the Jeffery Plaza shopping center located at 2101 E. 71st St., with the focus on the renovation and occupancy of the grocery store space left vacant since the departure of Dominicks at the end of 2013.  The anchor tenant will be Shop and Save Market.",6/12/18,"$10,000,000 ","$22,347,182 ",41.76599,-87.57378734
12449,Portage Park,IGA-CBE-Schurz Athletic Field,3601 N Milwaukee Av,"Chicago Tiny House, Inc.",,"Schurz High School is located in the Irving Park Community Area.  TIF financing will be used to create an athletic field including a synthetic turf, landscape improvements, permeable paving, new drainage and infrastructure improvements.",11/8/17,"$2,700,000 ","$2,700,000 ",41.94640794,-87.73562542
1379,95th/Western,Borders - 95th Western,9500 S Western Av,DB Beverly L.L.C.,228,"Located in the Beverly community area, the project includes construction of a shopping center with a 25,000 square foot bookstore and 118 parking spaces.",3/11/97,"$1,600,000 ","$5,922,000 ",41.72084329,-87.68220805
13131,Lake Calumet Area Industrial,Big Marsh Environmental Center,11555 S Stony Island Av,Chicago Park District,,"The project includes the construction of a new Chicago Park District environmental center.   The 8,000 square foot facility will include multi-purpose rooms, community rooms, bike repair, concessions, offices, and restrooms.",2/13/18,"$1,400,000 ","$5,000,000 ",41.68482787,-87.57630433
1551,Drexel Boulevard,Jazz on the Blvd,4657 S Drexel Bv,"Jazz on the Boulevard, LLC and Drexel Jazz L.P.",738,"The project includes construction of 98 for-sale units and 39 rental units.  The buildings include 27 affordable for-sale units, 9 affordable rental units, and 30 public housing rental units.",7/9/02,"$2,931,119 ","$38,377,865 ",41.80971394,-87.60375337
12378,West Irving Park,IGA - CPD - Portage Park Ball field Lighting,4100 N Long Av,Chicago Park District,,The proposed project will add LED ball-field lighting to the senior and junior baseball fields.  The project extends playing season and expands high school baseball and softball programming.,11/8/17,"$400,000 ","$400,000 ",41.95510787,-87.76228458
1276,Chatham Ridge,Home Depot - 87th Dan Ryan,200 W 87th St,Home Depot Corp.,64,"Located in Chatham community area, the project includes demolition of existing structures and construction of a 130,000 square foot single story Home Depot store with a 28,000 square foot outdoor garden center and 700 space parking lot.",7/30/96,"$3,200,000 ","$15,409,527 ",41.7362617,-87.62906472
1348,River South,LaSalle Park - Clark Taylor,800 S Clark St,Clark/Taylor L.L.C.,179,"The project includes the construction of streets, alleys, utilities and additional improvements in the area generally bounded by West Polk Street, South Clark Street, West Roosevelt Road and South Wells Street.",4/11/00,"$2,237,882 ","$2,237,882 ",41.8721644,-87.63075578
1759,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark II - Baseball Stadium,3400 N Rockwell St,Chicago Park District,2112,An intergovernmental agreement between the City of Chicago and the Chicago Park District,5/9/12,"$1,250,000 ","$5,200,000 ",41.94305204,-87.69384443
1620,Bronzeville,IGA - PBC - Fire Engine Company 16,3901 S Wabash Av,Public Building Commission,946,An intergovernmental agreement between the City of Chicago and the Public Building Commission,8/2/10,"$11,200,000 ","$17,000,000 ",41.82365541,-87.62469324
1582,47th/Halsted,IGA - CPD - Park 0004 - Fuller,331 W 45th St,Chicago Park District,810,Intergovernmental Agreement between the City of Chicago and Chicago Park District,6/3/09,"$3,000,000 ","$3,000,000 ",41.81238512,-87.63479837
1371,Pilsen Industrial Corridor,Target - 33rd Damen,1940 W 33rd St,Target Corp.,212,"Located in McKinley Park, the project includes construction of a 139,000 square foot retail shopping center.",5/11/04,"$5,300,000 ","$32,754,095 ",41.83414739,-87.67459786
1252,Greater Southwest Industrial (East),Stylemaster - Gateway Park,7600 S Albany Av,"Gateway Park, LLC",37,"Located in the Ashburn community, the project includes cleanup and remediation of a 62 acre site.  The project also includes construction of a 660,000 square foot industrial space for StyleMaster and other tenants.",2/25/99,"$14,000,000 ","$28,235,000 ",41.75519082,-87.70061016
1730,Central West,IGA - CPD - Park 0211 - Skinner - Dog Park,1331 W Monroe St,Chicago Park District,2043,"Project includes the environmental remediation of the Property and, on the Property, the design
and construction of an approximately 17,000 square foot Dog Friendly Area, which will provide
such amenities as lighting, water, safety gates, landscaping, custom surfacing and seating.",1/18/12,"$465,000 ","$715,000 ",41.88015941,-87.66077867
1714,119th/I-57,IGA - CPD - Park 0373 - Blackwelder,11500 S Homewood Av,Chicago Park District,1148,"An intergovernmental agreement between the City of Chicago and the Chicago Park District for development costs for improvements and rehabilitation of the playground, water spray area, basketball court, and athletic fields.",11/17/10,"$1,250,000 ","$1,250,000 ",41.68474439,-87.67035714
12415,Clark/Ridge,IGA - CBE - ADA - Hayt III,1518 W Granville Av,Chicago Public Schools,,Intergovernmental Agreement between the city of Chicago and Chicago Board of Education,9/1/17,"$1,000,000 ","$2,409,853 ",41.99456814,-87.6685227
1463,Central Loop,CareerBuilder,200 N La Salle St,"CareerBuilder, LLC",571,"The project includes the rehabilitation and reconstruction of existing office space to relocate, consolidate and expand the national headquarters of CareerBuilder.  The company will occupy around 150,000 square feet of office space which will bring 800 full time equivalent employees to the corporate headquarters.",2/19/08,"$2,500,000 ","$11,656,114 ",41.88576112,-87.63259515
1523,Near North,River Village - Site I,846 N Kingsbury St,River Village Townhomes,663,"Located in the Near North community, the project includes construction of 119 residential units which include 92 townhomes and 27 multi-level units.  The project consists of 91 market rate for-sale units, 10 affordable for-sale units, and 18 CHA units.",6/8/04,"$3,554,915 ","$6,513,142 ",41.8978346,-87.64341345
1413,Goose Island,Sara Lee - Riverworks,910 N Halsted St,Riverworks LLC,280,"The Sara Lee Riverworks project is located in the Goose Island TIF District. The economic development project consists of the rehabilitation of two building with a total of 150,000 square feet. In addition, the project includes the construction of a 30,000 square foot building, parking space, research and development facilities and landscaping.",10/13/98,"$5,000,000 ","$38,300,000 ",41.89931558,-87.64803585
500277,Midwest,IGA  - Garfield Conservatory,100 N Central Park Dr,Chicago Park District,,"An intergovernmental agreement between the City of Chicago and Chicago Park District. The project includes catastrophic storm damage cleanup, repair and replacement of the glass
and structural housing elements of the glass, concrete rehabilitation, wood beam replacement,
ventilation systems and general conditions including drainage",6/3/14,"$3,000,000 ","$15,205,000 ",41.88335532,-87.71566523
1409,Eastman/North Branch,Tru-Vue,1315 N North Branch St,"Tru Vue, Inc.",276,"Located in the Near North community area, the project includes rehabilitation  of an existing building and construction of a 40,000 square foot building.",8/10/93,"$620,000 ","$4,854,000 ",41.90502366,-87.65639437
1419,Near South <Central Station,FC Central Station,1455 S Michigan Av,FOREST CITY CENTRAL STATION IN,287,"The project consists of construction of a mixed-use retail and residential project including a 91-unit, 87,000 square foot senior housing building and a 411-unit, 515,000 square foot multi-family tower.  The project also includes ground-floor retail in both buildings and a 172,000 square foot parking garage.",6/16/04,"$14,000,000 ","$122,048,000 ",41.86257762,-87.62389516
1269,Lincoln Avenue,Lincoln Village,6081 N Lincoln Av,"BGP Lincoln Village, L.L.C.",57,"The redevelopment of the Lincoln Village Shopping  Center. The project involves the demolition of 29,708 square feet of retail space, the rehabilitation of 90,043 square feet of retail space, the construction of 55,100 square feet of retail space, and the upgrading of the parking layout, landscaping  and signage. New construction of a seven story masonry and pre-cast concrete structure containing 102 apartments for independent senior citizens. The apartments will consist of one and two bedrooms (90 one bedrooms, 12 two bedrooms) and have 5 handicapped accessible units and 15 adaptable units.   All ofthe units will be restricted to households with at least one member age 55 or older.",12/24/01,"$5,200,000 ","$23,158,935 ",41.99251046,-87.7105869
1469,Howard/Paulina,IGA - CPD - Park 1043 - Willye B. White,1610 W Howard St,Chicago Park District,578,An intergovernmental agreement between the City of Chicago and Chicago Park District.,9/1/09,"$800,000 ","$7,625,621 ",42.01948321,-87.67129976
1434,Stockyards SEQ,OSI Industries,4545 S Racine Av,"OSI Industries, Inc.",305,"Located in the New City community area, the project includes rehabilitation of 104,000 square feet of meat processing production facility.  The project also consists of construction of a new 20,000 square foot addition.",11/14/95,"$2,068,000 ","$14,687,000 ",41.81108829,-87.65506164
